path,current_bytes,current_sha256,method,limits_and_result,findings
docs/audit/reports/merged-manifest-debug.xml,15827,3b6de803caa0c155f3a2a2e1d7ad79182ff2c791aa0f573ab75590614ccd56e7,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/audit/reports/merged-manifest-release.xml,15468,5852c948fb4817423eb52be8e931868ba6ab27bd61eb10fb1e9a630d6f4db912,"XML parser, поиск атрибутов и ссылок",XML корректен; внешний вид/TalkBack не проверены,
docs/third-party/commons-math3/LICENSE.txt,24038,64f23963615950bad9ddd31569a7f09afbbe11b81d94873ffd9b1cac6081a11d,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
docs/third-party/commons-math3/NOTICE.txt,324,5495442a32bfc2b93b4a8f2c34c5c218d16cca434aa5684fb953d9419120e3fa,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
gradle.properties,1131,48480f116ffd8dd9f992e654b52d049922a34a29d284e17bffc30fc3e9d021ae,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
gradle/libs.versions.toml,4812,8ba8bb91fc82ebce53f146cce867692bebb1ffb8e4465f0c87e44b1ad14b1f47,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
gradle/wrapper/gradle-wrapper.jar,59203,e996d452d2645e70c01c11143ca2d3742734a28da2bf61f25c82bdc288c9e637,"SHA-256, исполнение Gradle Wrapper",Работает; происхождение wrapper отдельно не удостоверено,
gradle/wrapper/gradle-wrapper.properties,320,0995f871731e7d24c3a3ae4e6e4c12b4d9dcf7d34cb84b471abc0c1ce8541f16,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
gradlew,5766,63135287117a1e6d12c84580f1f49c61d1ba02218ecd28660605e97f976e7d65,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
gradlew.bat,2674,c46a27c79007746de5922b17abb6230d64ad8b1ba3ad1585ee5c6543c2a9b129,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
settings.gradle.kts,745,d934e36bced1cf9aceb4f31c51989c167cc84be14d5c0c5bd0f38d0dd2dc60d3,"Текстовый просмотр/поиск, SHA-256",Область проверки указана в отчёте,
tools/audit/collect_reports.py,2270,7be22a2bec6f95f8ab8d07a1af7e4d2b6bcc4fe38b47033b1213718907a04d21,"Чтение сценария, Python compile; tests по logs",Синтаксис корректен; R2 --apply не выполнялся,
tools/audit/differential.py,2400,d06af8f04667ed4474f61d4232865b035ebf9af090a9dfa6bf8a1c7b5368486b,"Чтение сценария, Python compile; tests по logs",Синтаксис корректен; R2 --apply не выполнялся,
tools/audit/inventory.py,3593,c0830b089b8fd5fd050bd23ec0a4e43d86b6b307b6dce842ea0b9f0263b89b75,"Чтение сценария, Python compile; tests по logs",Синтаксис корректен; R2 --apply не выполнялся,
tools/audit/reproduce_baseline.py,1655,6284291f273a4553e73da945898ff762834b5e08238ccf896e34c4a099e67600,"Чтение сценария, Python compile; tests по logs",Синтаксис корректен; R2 --apply не выполнялся,
tools/audit/reproduce_integer_overflow.py,1994,ec40ddefc1f99b8d5055c4401c46a3e2e5d3122dd9e06aa64463dffe045029a1,"Чтение сценария, Python compile; tests по logs",Синтаксис корректен; R2 --apply не выполнялся,
tools/audit/run_host_tests.py,1115,677ca509e24402794d63880447525e9a95f5f40011491a00417d8a046a57ca8a,"Чтение сценария, Python compile; tests по logs",Синтаксис корректен; R2 --apply не выполнялся,
tools/build_signed_content_manifest.py,7163,a1c41dfee63f764fce73c58c165d1dcc30cce6ef9efd7b227a9d943f4ab0fef0,"Чтение сценария, Python compile; tests по logs",Синтаксис корректен; R2 --apply не выполнялся,
tools/migrate_r2_layout.py,13553,7b6ed5e28701ded973666f8628dc98f45a16dc2ad8d3a70709a21545831ee3d0,"Чтение сценария, Python compile; tests по logs",Синтаксис корректен; R2 --apply не выполнялся,
tools/tests/test_migrate_r2_layout.py,1828,cd1d7355ac90e34e6c2b70115e83572a816b186d421aa574b9c0b28665cdc06a,"Чтение сценария, Python compile; tests по logs",Синтаксис корректен; R2 --apply не выполнялся,
